SCORE,MAGNITUDE
-0.10000000149011612,0.4000000059604645
0.10000000149011612,0.30000001192092896
-0.10000000149011612,0.10000000149011612
0.0,0.0
0.20000000298023224,0.4000000059604645
0.10000000149011612,0.10000000149011612
0.4000000059604645,0.4000000059604645
0.0,0.0
0.0,0.0
0.10000000149011612,0.30000001192092896
0.5,1.0
0.0,0.0
0.30000001192092896,0.6000000238418579
0.0,0.6000000238418579
0.30000001192092896,0.6000000238418579
0.10000000149011612,0.10000000149011612
0.20000000298023224,0.5
0.10000000149011612,0.10000000149011612
0.0,0.0
0.10000000149011612,0.10000000149011612
0.10000000149011612,0.10000000149011612
0.4000000059604645,0.4000000059604645
0.0,0.0
0.10000000149011612,0.30000001192092896
0.8999999761581421,0.8999999761581421
-0.10000000149011612,0.10000000149011612
0.0,0.0
0.0,0.30000001192092896
0.0,0.0
0.20000000298023224,0.20000000298023224
0.10000000149011612,0.10000000149011612
0.10000000149011612,0.10000000149011612
-0.10000000149011612,0.4000000059604645
0.10000000149011612,0.10000000149011612
-0.5,0.5
0.0,0.0
0.20000000298023224,0.20000000298023224
0.6000000238418579,0.6000000238418579
0.10000000149011612,0.10000000149011612
0.699999988079071,0.699999988079071
0.10000000149011612,0.10000000149011612
0.20000000298023224,0.4000000059604645
0.0,0.0
-0.10000000149011612,0.8999999761581421
0.0,0.0
0.4000000059604645,0.8999999761581421
0.0,0.0
0.10000000149011612,0.30000001192092896
0.10000000149011612,0.30000001192092896
0.10000000149011612,0.30000001192092896
-0.20000000298023224,0.4000000059604645
0.20000000298023224,0.20000000298023224
0.0,0.10000000149011612
0.10000000149011612,0.10000000149011612
0.5,1.0
-0.5,0.5
-0.4000000059604645,0.4000000059604645
0.0,0.0
0.20000000298023224,0.20000000298023224
0.0,0.0
0.0,0.0
0.20000000298023224,0.20000000298023224
0.30000001192092896,0.6000000238418579
0.10000000149011612,0.10000000149011612
0.0,0.0
0.30000001192092896,0.699999988079071
0.0,0.0
0.10000000149011612,0.5
0.0,0.0
-0.10000000149011612,0.10000000149011612
0.20000000298023224,0.5
0.0,0.0
0.30000001192092896,0.30000001192092896
0.0,0.0
0.10000000149011612,0.10000000149011612
-0.10000000149011612,0.10000000149011612
0.30000001192092896,0.30000001192092896
0.0,0.0
-0.10000000149011612,0.10000000149011612
0.0,0.0
0.0,0.10000000149011612
0.30000001192092896,0.30000001192092896
0.0,0.0
